rate,7,8,9,10,11
r1,0.0,0.0,0.0,0.0,0.0
r2,0.0,0.08663033585689628,0.008530036912203831,0.0,0.0007230371970649411
r3,0.025038984332873316,0.14238167907666377,0.08384384719272879,0.027213995351584565,0.026151328848931697
r4,0.019613493664083628,0.11606737446112082,0.07973785503208046,0.06893417703715504,0.015252417319177555
r5,0.05670071271489037,0.07963620426250533,0.07931584543769021,0.038974736344422986,0.007524295589536274
r6,0.053740929959294526,0.06776378919032307,0.09937864759814116,0.03067452205481805,0.006512848727435852
r7,0.04000440310605708,0.06248490118174694,0.08927618239168993,0.026940678359168437,0.006513076082997168
r8,0.03968236817395639,0.08658126182993531,0.08298049845409933,0.02702589687034814,0.03689652789681562
r9,0.03988536260811531,0.09066065435663706,0.07765531281792416,0.036326062163301344,0.040438451204108966
r10,0.0393618850117193,0.0804362240222287,0.07194135697787904,0.032683710836256416,0.05748321072074342
r11,0.04085241155128553,0.07524533074826666,0.07056440737893116,0.03471310761403769,0.053200089539781475
r12,0.030067597858415698,0.06898625815753308,0.07861557520557944,0.032050353304553976,0.06822009378919312
r13,0.027404150057778125,0.06673181438402087,0.0638001574530988,0.038537466542761876,0.07175178585415895
r14,0.04126803047767955,0.07186045925193611,0.0732366575281177,0.06753843655192412,0.10148840180779418
r15,0.08617894343289885,0.06744916753080489,0.06634688353441377,0.0630986533688964,0.10125074003559656
