num_points,50,100,150,200,250,300,350,400,500,600,700,800,900,1000,1100
3,0.041372;0.001737,0.033391;0.000825,0.054195;0.002625,0.042012;0.002094,0.066873;0.002778,0.064897;0.002823,0.045857;0.001471,0.050203;0.002287,0.041333;0.001661,0.050707;0.002400,0.040156;0.001788,0.063003;0.002823,0.050566;0.002274,0.041352;0.001718,0.032641;0.000618
